year,id_no,country,region,source,latitude,longitude,mb,Ms,depth,yield_1,yield_u,purpose,name,type,Count
1962,62132,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,7.8,7.8,WR,,ATMOSPH,1
1962,62133,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,,SPACE,1
1962,62134,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,7.8,7.8,WR,,ATMOSPH,1
1962,62135,USSR,NZ RUSS,DOE,73,55,0,0,0,360,360,WR,,ATMOSPH,1
1962,62136,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,,SURFACE,1
1962,62137,USSR,NZ RUSS,DOE,73,55,0,0,0,280,280,WR,,ATMOSPH,1
1962,62138,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,8300,8300,WR,HOUSATONIC,AIRDROP,1
1962,62139,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,10,10,WR,,ATMOSPH,1
1962,62140,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WR,,ATMOSPH,1
1962,62141,USSR,NZ RUSS,DOE,73,55,0,0,0,240,240,WR,,ATMOSPH,1
1962,62142,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,,ATMOSPH,1
1962,62143,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,KINGFISH,ROCKET,1
1962,62144,USSR,NZ RUSS,DOE,73,55,0,0,0,390,390,WR,,ATMOSPH,1
1962,62145,USSR,NZ RUSS,DOE,73,55,0,0,0,45,45,WR,,ATMOSPH,1
1962,62146,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.7,4.7,WR,,ATMOSPH,1
1962,62147,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,8.4,8.4,WR,,ATMOSPH,1
1962,62148,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,TIGHTROPE,ROCKET,1
1962,62149,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.4,0.4,WE,,SURFACE,1
1962,62150,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ST.LAWRENCE,SHAFT,1
1962,62151,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.1,0.1,WR,,SURFACE,1
1962,62152,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,WR,,SURFACE,1
1962,62153,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,12,12,WR,,ATMOSPH,1
1962,62154,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI,SHAFT,1
1962,62155,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WR,,ATMOSPH,1
1962,62156,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,,SURFACE,1
1962,62157,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.031,0.031,SAM,,SURFACE,1
1962,62158,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,ANACOSTIA,SHAFT,1
1962,62159,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.4,2.4,WR,,ATMOSPH,1
1962,62160,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TAUNTON,SHAFT,1
1962,62161,UK,NTS,UGS,37.1,-116,0,0,0,0,20,WR,TENDRAC,SHAFT,1
1962,62162,USA,NTS,UGS,74.3,52.4,0,0,0,0,20,WR,MADISON,TUNNEL,1
1962,62163,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,NUMBAT,SHAFT,1
1962,62164,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,MANATEE,SHAFT,1
1962,62165,USSR,NZ RUSS,DOE,73,55,0,0,0,110,110,WR,,ATMOSPH,1
1962,62166,USSR,NZ RUSS,DOE,73,55,0,0,0,69,69,FMS,,ATMOSPH,1
1962,62167,USSR,NZ RUSS,DOE,73,55,0,0,0,8.3,8.3,WR,,ATMOSPH,1
1962,62168,USSR,NZ RUSS,DOE,73,55,0,0,0,6.3,6.3,WR,,ATMOSPH,1
1962,62169,USSR,NZ RUSS,DOE,73,55,0,0,0,430,430,WR,,ATMOSPH,1
1962,62170,USSR,NZ RUSS,MTM,73,55,0,0,0,8.3,8.3,WR,,ATMOSPH,1
1962,62171,USSR,NZ RUSS,MTM,73,55,0,0,0,2.4,2.4,WR,,ATMOSPH,1
1962,62172,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,,SURFACE,1
1962,62173,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.007,0.007,SAM,,SURFACE,1
1962,62174,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.028,0.028,SAM,,SURFACE,1
1962,62175,USSR,NZ RUSS,UGS,74.2,52.3,0,0,0,24200,24200,WR,,ATMOSPH,1
1962,62176,USSR,NZ RUSS,UGS,73.6,57.5,0,0,0,1100,1100,WR,,ATMOSPH,1
1962,62177,USSR,NZ RUSS,UGS,73.4,56.5,0,0,0,3100,3100,WR,,ATMOSPH,1
1962,62178,USSR,NZ RUSS,MTM,73,55,0,0,0,8.5,8.5,WR,,ATMOSPH,1
1963,63001,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CASSELMAN,SHAFT,1
1963,63002,USA,NTS,DOE,37,-116,4.5,0,0.3,0,20,WR,ACUSHI,SHAFT,1
1963,63003,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,FERRET,SHAFT,1
1963,63004,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HATCHIE,SHAFT,1
1963,63005,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,CHIPMUNK,SHAFT,1
1963,63006,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CARMEL,SHAFT,1
1963,63007,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,KAWEAH,SHAFT,1
1963,63008,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,JERBOA,SHAFT,1
1963,63009,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TOYAH,SHAFT,1
1963,63010,FRANCE,IN ECKER ALG,UGS,24,5,0,0,0,0,20,WR,EMERAUDE,GALLERY,1
1963,63011,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,GERBIL,SHAFT,1
1963,63012,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,AMETHYSTE,GALLERY,1
1963,63013,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,FERRET PRIME,SHAFT,1
1963,63014,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,COYPU,SHAFT,1
1963,63015,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CUMBERLAND,SHAFT,1
1963,63016,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KOOTANAI,SHAFT,1
1963,63017,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PAISANO,SHAFT,1
1963,63018,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI PRIME,SHAFT,1
1963,63043,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,DOUBLE TRACKS,SURFACE,1
1963,63019,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HARKEE,SHAFT,1
1963,63020,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,TEJON,SHAFT,1
1963,63021,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WR,STONES,SHAFT,1
1963,63044,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:I,SURFACE,1
1963,63022,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PLEASANT,SHAFT,1
1963,63045,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:II,SURFACE,1
1963,63023,USA,NTS,UGS,37.2,-116.2,0,0,0,3.1,3.1,WR,YUBA,TUNNEL,1
1963,63024,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,HUTIA,SHAFT,1
1963,63025,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,APSHAPA,SHAFT,1
1963,63046,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:III,SURFACE,1
1963,63026,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,MATACO,SHAFT,1
1963,63027,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,KENNEBEC,SHAFT,1
1963,63028,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PEKAN,SHAFT,1
1963,63029,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SATSOP,SHAFT,1
1963,63030,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NATCHES/KOHOCTO,SHAFT,1
1963,63031,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,WR,AHTANUM,SHAFT,1
1963,63032,USA,NTS,UGS,37.1,-116,0,0,0,249,249,WR,EILBY,SHAFT,1
1963,63047,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CARP,SHAFT,1
1963,63048,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NARRAGUAGUS,SHAFT,1
1963,63033,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GRUNION,SHAFT,1
1963,63034,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,TORNILLO,SHAFT,1
1963,63035,USA,NTS,DOE,37,-116,5.3,0,0.6,20,200,WR,CLEARWATER,SHAFT,1
1963,63049,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,MULLET,SHAFT,1
1963,63036,FRANCE,IN ECKER ALG,UGS,24.1,5.1,0,0,0,0,150,WR,RUBIS,GALLERY,1
1963,63037,USA,FALLON NV,DOE,39.2,-118.38,0,0,0,12,12,PNE:V,SHOAL,SHAFT,1
1963,63038,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,ANCHOVY,SHAFT,1
1963,63039,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,MUSTANG,SHAFT,1
1963,63040,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WR,GREYS,SHAFT,1
1963,63041,USA,NTS,UGS,36.9,-116.3,0,0,0,0,20,WR,SARDINE/BARRACU,SHAFT,1
1963,63042,USA,NTS,UGS,37.1,-115.9,0,0,0,5.3,5.3,WR,EAGLE,SHAFT,1
1963,63050,USA,NTS,DOE,37,-116,0,0,0,10,20,WR,TUNA,SHAFT,1
1964,64001,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WR,FORE,SHAFT,1
1964,64002,USA,NTS,UGS,37.1,-116,0,0,0,10.5,10.5,WR,OCOKTO,SHAFT,1
1964,64044,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CLUB,SHAFT,1
1964,64045,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SOLENDON,SHAFT,1
1964,64046,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BUNKER,SHAFT,1
1964,64003,FRANCE,IN ECKER ALG,DOE,24.054,5.053,0,0,0,0,5,WR,OPALE,GALLERY,1
1964,64047,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BONEFISH,SHAFT,1
1964,64048,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,MACKAREL,SHAFT,1
1964,64004,USA,NTS,UGS,37.2,-116,0,0,0,20,200,PNE:PLO,KLICKITAT,SHAFT,1
1964,64049,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HANDICAP,SHAFT,1
1964,64005,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,PIKE,SHAFT,1
1964,64006,USSR,SEMI KAZAKH,UGS,49.7,78,5.6,0,0,20,150,WE,,TUNNEL,1
1964,64007,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,HOOK,SHAFT,1
1964,64008,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,STURGEON,SHAFT,1
1964,64050,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BOGEY,SHAFT,1
1964,64009,USA,NTS,UGS,37.1,-116.1,0,0,0,20,200,WR,TURF,SHAFT,1
1964,64010,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,PIPEFISH,SHAFT,1
1964,64051,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,DRIVER,SHAFT,1
1964,64011,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,BACKSWING,SHAFT,1
1964,64012,USA,NTS,UGS,37,-116.1,0,0,0,0,20,WR,MINNOW,SHAFT,1
1964,64013,USSR,SEMI KAZAKH,UGS,49.9,78.3,5.6,0,0,20,150,WR,,TUNNEL,1
1964,64014,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,,TUNNEL,1
1964,64015,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,PNE:PLO,ACE,SHAFT,1
1964,64052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BITTERLING,SHAFT,1
1964,64016,FRANCE,IN ECKER ALG,DOE,24.067,5.034,0,0,0,0,5,,TOPAZE,GALLERY,1
1964,64053,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,DUFFER,SHAFT,1
1964,64017,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,FADE,SHAFT,1
1964,64018,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,PNE:PLO,DUB,SHAFT,1
1964,64019,USA,NTS,UGS,37.2,-116.1,0,0,0,20,200,WR,BYE,SHAFT,1
1964,64020,UK,NTS,DOE,37,-116,0,0,0,0,20,WR,CORMORANT,SHAFT,1
1964,64021,USSR,SEMI KAZAKH,UGS,49.9,78.1,5.5,0,0,20,150,FMS,,TUNNEL,1
1964,64054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,LINKS,SHAFT,1
1964,64055,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TROGON,SHAFT,1
1964,64022,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,TUNNEL,1
1964,64023,USA,NTS,UGS,37.2,-116.1,0,0,0,4.4,4.4,WR,ALVA,SHAFT,1
1964,64024,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,CANVASBACK,SHAFT,1
1964,64056,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,PLAYER,SHAFT,1
1964,64025,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,HADDOCK,SHAFT,1
1964,64026,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,GUANAY,SHAFT,1
1964,64057,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SPOON,SHAFT,1
1964,64027,USSR,NZ RUSS,UGS,72.9,55.2,4.3,0,0,0.001,20,FMS,,TUNNEL,1
1964,64058,UK,NTS,DOE,37,-116,0,0,0,0,0,WR,COURSER,SHAFT,1
1964,64028,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,,TUNNEL,1
1964,64029,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,AUK,SHAFT,1
1964,64030,USA,NTS,DOE,37,-116,0,0,0,38,38,PNE:PLO,PAR,SHAFT,1
1964,64031,CHINA,LOP NOR,DOE,41.5,89,0,0,0,22,22,WR,,TOWER,1
1964,64032,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BARBELTURNSTONE,SHAFT,1
1964,64033,USA,HATTIESB MS,DOE,31,-89,0,0,0,5.3,5.3,PNE:V,SALMON,SHAFT,1
1964,64059,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GARDEN,SHAFT,1
1964,64034,USSR,NZ RUSS,UGS,73.5,53.7,4.9,0,0,0.001,20,PNE,,TUNNEL,1
1964,64035,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,FOREST,SHAFT,1
1964,64036,USA,NTS,UGS,37.2,-116.1,0,0,0,12,12,PNE:PLO,HANDCAR,SHAFT,1
1964,64037,USSR,SEMI KAZAKH,UGS,49.7,78,6,0,0,20,150,PNE,,TUNNEL,1
1964,64038,FRANCE,IN ECKER ALG,DOE,24.042,5.041,0,0,0,0,20,WR,TURQUOISE,GALLERY,1
1964,64039,USA,NTS,UGS,37.1,-116.1,0,0,0,20,200,WR,CREPE,SHAFT,1
1964,64040,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,DRILL,SHAFT,1
1964,64041,USA,NTS,UGS,37,-116,0,0,0,1.3,1.3,WR,PARROT,SHAFT,1
1964,64042,USA,NTS,UGS,37,-116.1,0,0,0,2.7,2.7,WE,MUDPACK,SHAFT,1
1964,64060,USA,NTS,DOE,37,-116,0,0,0,0,20,WR/SE,CASSOWARYHOOPOE,SHAFT,1
1964,64043,USA,NTS,UGS,37,-116.3,0,0,0,0.092,0.092,PNE:PLO,SULKY,SHAFT,1
1965,65001,USA,NTS,ISC,37.07,-116.01,0,0,0,0,20,WR,WOOL,SHAFT,1
1965,65002,USSR,SEMI KAZAKH,ISC,49.88,78.96,5.8,0,0,140,140,PNE,CHAGAN,SHAFT,1
1965,65051,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TERN,SHAFT,1
1965,65003,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,,TUNNEL,1
1965,65004,USA,NTS,ISC,37.07,-116.03,0,0,0,0,20,WR,CASHMERE,SHAFT,1
1965,65005,USA,NTS,DOE,37,-116,0,0,0,0.33,0.33,WR,ALPACA,SHAFT,1
1965,65006,USA,NTS,ISC,36.99,-116,0,0,0,10.1,10.1,WR,MERLIN,SHAFT,1
1965,65007,USA,NTS,ISC,36.72,-115.94,0,0,0,0,20,WE,WISHBONE,SHAFT,1
1965,65052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SEERSUCKER,SHAFT,1
1965,65008,FRANCE,IN ECKER ALG,ISC,24.16,5.03,5.6,0,0,0,150,WR,SAPHIR,GALLERY,1
1965,65009,USSR,SEMI KAZAKH,ISC,49.81,78.13,5.5,0,0,0.001,20,WR,,TUNNEL,1
1965,65010,USA,NTS,ISC,37.01,-116.08,0,0,0,20,200,WR,WAGTAIL,SHAFT,1
1965,65053,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SUEDE,SHAFT,1
1965,65011,USA,NTS,ISC,37.11,-116.09,0,0,0,20,200,WR,CUP,SHAFT,1
1965,65012,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,TUNNEL,1
1965,65013,USSR,BASHKIR RUSS,MTM,53,56,0,0,0,2.3,2.3,PNE,BUTAN 1+2,SHAFT,1
1965,65015,USA,NTS,ISC,36.95,-116.08,0,0,0,0,20,WR,KESTREL,SHAFT,1
1965,65016,USA,NTS,ISC,37.26,-116.54,0,0,0,4.3,4.3,PNE:PLO,PALANQUIN,CRATER,1
1965,65017,USA,NTS,ISC,36.97,-116.23,5,0,0,0,20,WE,GUM DROP,TUNNEL,1
1965,65054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CHENILLE,SHAFT,1
1965,65018,USA,NTS,ISC,36.96,-115.94,0,0,0,0,20,WR,MUSCOVY,SHAFT,1
1965,65019,USA,NTS,ISC,37.14,-116.1,0,0,0,7,7,WE,TEE,SHAFT,1
1965,65020,USSR,SEMI KAZAKH,ISC,49.79,78.12,4.9,0,0,0.001,20,WR,,TUNNEL,1
1965,65021,USA,NTS,ISC,37.2,-116.5,0,0,0,0,20,WR,BUTEO,SHAFT,1
1965,65022,CHINA,LOP NOR,DOE,41.5,89,0,0,0,35,35,WR,,AIRDROP,1
1965,65023,USA,NTS,ISC,37.07,-116.05,0,0,0,0,20,WR,SCAUP,SHAFT,1
1965,65024,USA,NTS,DOE,37,-116,0,0,0,0.75,0.75,WR,CAMBRIO,SHAFT,1
1965,65025,USA,NTS,ISC,37.07,-116.04,0,0,0,0,20,WR,TWEED,SHAFT,1
1965,65026,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,JADE,GALLERY,1
1965,65027,USSR,BASHKIR RUSS,MTM,53,56,0,0,0,7.6,7.6,PNE,BUTAN,SHAFT,1
1965,65028,USA,NTS,ISC,37,-116.05,0,0,0,1.3,1.3,WR,PETREL,SHAFT,1
1965,65055,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ORGANDY,SHAFT,1
1965,65029,USA,NTS,ISC,36.83,-116.06,0,0,0,0,20,WE,DILUTED WATERS,SHAFT,1
1965,65030,USSR,SEMI KAZAKH,ISC,49.83,78.17,5.8,0,0,0.001,20,PNE,,TUNNEL,1
1965,65031,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,TINYTOT,TUNNEL,1
1965,65056,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,IZZEP.,SHAFT,1
1965,65057,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PONGEE,SHAFT,1
1965,65032,USA,NTS,ISC,37.06,-116.03,5.4,0,0,20,200,WR,BRONZE,SHAFT,1
1965,65033,USSR,SEMI KAZAKH,ISC,50.4,77.9,4.5,0,0,0.001,20,FMS,,TUNNEL,1
1965,65034,USA,NTS,ISC,37.02,-116.11,0,0,0,0,20,WR,MAUVE,SHAFT,1
1965,65058,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TICKING,SHAFT,1
1965,65035,USA,NTS,ISC,37.08,-116.04,0,0,0,0,20,WR,CENTAUR,SHAFT,1
1965,65036,USA,NTS,ISC,36.98,-115.99,4.2,0,0,0,20,WR/WE,MOA/SCREAMER,SHAFT,1
1965,65037,UK,NTS,ISC,36.98,-115.99,5.1,0,0,20,200,WR,CHARCOAL,SHAFT,1
1965,65038,USSR,SEMI KAZAKH,ISC,49.78,78.15,5.2,0,0,0.001,20,WR,,TUNNEL,1
1965,65039,USA,NTS,ISC,37.06,-116.02,0,0,0,0,20,WR,ELKHART,SHAFT,1
1965,65040,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,CORINDON,GALLERY,1
1965,65041,USSR,SEMI KAZAKH,ISC,49.92,78.17,5.4,0,0,0.001,20,WR,,TUNNEL,1
1965,65042,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.1,1.1,PNE,SARY-UZEN,SHAFT,1
1965,65043,USA,AMCHITKA AK,ISC,51.61,179.22,6.1,0,0,80,80,PNE:V,LONG SHOT,SHAFT,1
1965,65044,USA,NTS,ISC,37.03,-116.01,0,0,0,0,20,WR,SEPIA,SHAFT,1
1965,65045,USSR,SEMI KAZAKH,ISC,49.86,78.04,5.6,0,0,29,29,WR,,TUNNEL,1
1965,65059,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KERMET,SHAFT,1
1965,65046,FRANCE,IN ECKER ALG,ISC,24.04,5.03,4.9,0,0,0,20,WR,TOURMALINE,GALLERY,1
1965,65047,USA,NTS,ISC,37.13,-116.02,5.6,0,0,20,200,WR,CORDUROY,SHAFT,1
1965,65048,USA,NTS,ISC,37.08,-116.03,0,0,0,0,20,WR,EMERSON,SHAFT,1
1965,65049,USA,NTS,ISC,37.02,-116.05,5.3,0,0,20,200,WE,BUFF,SHAFT,1
1965,65050,USSR,SEMI KAZAKH,ISC,49.9,78.1,5.2,0,0,0.001,20,PNE,,TUNNEL,1
1966,66001,USA,NTS,ISC,37.17,-116.02,0,0,0,0,20,WE,MAXWELL,SHAFT,1
1966,66002,USA,NTS,ISC,37.1,-116.05,0,0,0,20,200,WE,LAMPBLACK,SHAFT,1
1966,66064,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,SIENNA,SHAFT,1
1966,66003,USA,NTS,ISC,37.03,-115.97,0,0,0,0,20,WE,DOVEKIE,SHAFT,1
1966,66065,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,REO,SHAFT,1
1966,66004,USA,NTS,ISC,37.07,-116.1,0,0,0,0,20,WE,PLAID II,SHAFT,1
1966,66005,USSR,SEMI KAZAKH,ISC,49.77,78.1,6.1,0,0,125,125,PNE,,TUNNEL,1
1966,66006,FRANCE,IN ECKER ALG,ISC,24,5,0,0,0,0,20,WR,GRENAT,GALLERY,1
1966,66007,USA,NTS,ISC,37.17,-116.42,0,0,0,19,19,WR,REX,SHAFT,1
1966,66008,USA,NTS,ISC,37.15,-116.11,0,0,0,0,20,WE,REDHOT,TUNNEL,1
1966,66009,USA,NTS,ISC,36.94,-116.13,0,0,0,0,20,WR/SE,FINFOOT/CINNAMO,SHAFT,1
1966,66010,USA,NTS,ISC,37.08,-116.09,0,0,0,0,20,WR,CLYMER,SHAFT,1
1966,66011,USA,NTS,ISC,36.9,-116.15,0,0,0,0,20,WR,PURPLE,SHAFT,1
1966,66012,USSR,SEMI KAZAKH,ISC,49.72,78.07,6.6,0,0,100,100,WR,,TUNNEL,1
1966,66013,USA,NTS,ISC,37.05,-116.16,0,0,0,0,20,PNE:PLO,TEMPLAR,SHAFT,1
1966,66014,USA,NTS,ISC,37.05,-115.88,0,0,0,0,20,WR,LIME,SHAFT,1
1966,66015,USA,NTS,ISC,37.08,-116.13,0,0,0,0,20,WR,STUTZ,SHAFT,1
1966,66016,USA,NTS,ISC,36.95,-116.01,0,0,0,0,20,WR,TOMATO,SHAFT,1
1966,66017,USA,NTS,ISC,37.2,-116.45,0,0,0,70,70,WR,DURYEA,SHAFT,1
1966,66018,USSR,SEMI KAZAKH,ISC,49.86,78.2,6.1,0,0,0.001,20,WR,,TUNNEL,1
1966,66063,USSR,AZGIR KAZAKH,DIS,47.9,47.7,0,0,0,1.1,1.1,PNE,,SHAFT,1
1966,66071,USA,NTS,DOE,37,-116,0,0,0,1.4,1.4,WR,FENTON,SHAFT,1
1966,66019,USA,NTS,ISC,36.82,-115.96,0,0,0,0,20,WE,PINSTRIPE,SHAFT,1
1966,66066,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,OCHRE,SHAFT,1
1966,66020,USA,NTS,ISC,37.17,-115.96,0,0,0,0,20,WR,TRAVELER,SHAFT,1
1966,66021,USA,NTS,ISC,36.98,-116.04,4.4,0,0,12,12,WR,CYCLAMEN,SHAFT,1
1966,66022,USA,NTS,ISC,37.32,-116.32,5.4,0,0,73,73,WR,CHARTREUSE,SHAFT,1
1966,66023,USSR,SEMI KAZAKH,ISC,49.74,77.95,4.8,0,0,4,4,PNE,,TUNNEL,1
1966,66076,CHINA,LOP NOR,DOE,41.5,89,0,0,0,250,250,WR,,AIRDROP,1
1966,66024,USA,NTS,ISC,37.08,-116.14,4.3,0,0,0,20,WR,TAPESTRY,SHAFT,1
1966,66025,USA,NTS,ISC,37.09,-116,5.6,0,0,20,200,WR,PIRANHA,SHAFT,1
1966,66026,USA,NTS,ISC,37.11,-116.03,5.9,0,0,20,200,WR,DUMONT,SHAFT,1
1966,66027,USA,NTS,ISC,37.16,-116.14,5,0,0,22,22,WE,DISCUS THROWER,SHAFT,1
1966,66028,USA,NTS,ISC,37.2,-116,5.6,0,0,62,62,WE,PILE DRIVER,TUNNEL,1
1966,66029,USA,NTS,ISC,37.03,-116.01,5.7,0,0,20,200,WR,TAN,SHAFT,1
1966,66030,USA,NTS,ISC,36.98,-116.03,0,0,0,0,20,WR,PUCE,SHAFT,1
1966,66031,USA,NTS,DOE,37,-116.1,0,0,0.35,0,20,WE,DOUBLE PLAY,TUNNEL,1
1966,66032,USA,NTS,DOE,37,-116,0,0,0.5,20,200,WR,KANKAKEE,SHAFT,1
1966,66033,USA,NTS,ISC,37.1,-116.1,0,0,0,25,25,PNE:PLO,VULCAN,SHAFT,1
1966,66034,USSR,SEMI KAZAKH,ISC,49.92,78.06,5.6,0,0,20,150,PNE,,TUNNEL,1
1966,66035,USA,NTS,ISC,37.32,-116.28,6.1,0,0,365,365,WR,HALFBEAK,SHAFT,1
1966,66036,FRANCE,MURUHOA,DOE,-22,-139,0,0,0,0,200,WR,ALDEBARAN,BARGE,1
1966,66037,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,200,WR,TAMOURE,AIRDROP,1
